"","1p36.33 ","1q21.1  ","1q21.3  ","1q22    ","1q44    ","2p14    ","2p13.3  ","2q22.1  ","3p21.31 ","3p21.1  ","3q23    ","3q26.2  ","4q31.3  ","4q35.1  ","5p15.33 ","5q11.2  ","5q31.2  ","5q33.3  ","5q35.3  ","6p24.3  ","6p24.2  ","6p21.33 ","6q21    ","7p21.3  ","7p15.2  ","7q34    ","8q13.1  ","8q24.21 ","9p13.2  ","9q22.2  ","9q34.13 ","10p14   ","10q22.3 ","10q25.2 ","11q13.3 ","11q23.1 ","11q23.3 ","12p13.32","12q24.31","14q11.2 ","14q32.33","15q15.1 ","15q23   ","15q24.2 ","16p13.13","16p11.1 ","17p13.2 ","17p11.2 ","17q22   ","18q23   ","19p13.3 ","19p13.11","20q11.22","20q13.12","20q13.33","21q22.11","22q11.22","22q13.1 ","1p32.3  ","1p22.1  ","1p13.1  ","2p23.3  ","2q31.1  ","2q37.1  ","3q26.32 ","4p16.3  ","4q22.1  ","5q21.1  ","6q25.2  ","7p22.3  ","8p23.2  ","8q24.13 ","8q24.3  ","9p21.3  ","10q24.32","11q22.2 ","12p13.1 ","12q23.3 ","12q24.33","13q12.11","13q14.2 ","14q23.3 ","16p13.3 ","16q12.1 ","16q23.1 ","16q24.3 ","17p13.1 ","17q21.2 ","17q25.3 ","18q12.2 ","20p13   ","22q13.33"
"MMRF_1543",0.0010803,0.019083,0,0,-0.042758,0.0087528,0.0087528,0.012237,0.0040243,0.0040243,0.0040243,0.0040243,-0.65333,-0.65333,0.0062481,0.0040415,0.60485,0.60485,0.60485,-0.0053992,-0.0053992,-0.0053992,-0.0053992,0.010006,0.010006,0.00084248,-0.65155,-0.6465,0.6559,0.05023,0.05023,-0.65193,-0.65193,-0.65193,0.0038854,0.0038854,0.0038854,-0.65687,-0.65687,-0.64775,-0.64775,0.65571,0.65571,0.65571,-0.6604,-0.66124,-0.66356,-0.65836,-0.65836,-0.64726,0.60774,0.60774,-0.64455,-0.64455,-0.64455,0.011841,-0.64856,-0.64856,0.0010803,0.0010803,0.0010803,0.0087528,0.012237,0.012237,0.0040243,-0.65295,-0.65589,0.0091705,-0.0053992,0.010006,-0.63991,-0.6465,-0.58009,0.6559,-0.65193,0.0038854,-0.65687,-0.65687,-0.65687,-0.64893,-0.65055,-0.64775,-0.6604,-0.66124,-0.64405,-0.64405,-0.66356,-0.65836,-0.65836,-0.64726,-0.65584,-0.64856
"MMRF_1598",-0.029721,-0.00013862,-0.028349,0.0090312,0.0073609,-0.0087511,-0.0087511,0.0040243,0,0,0,0,0.017824,0.017824,0.010424,0.010424,0.0026597,0.0026597,0.0026597,0.0038854,0.0038854,0.0038854,0.0038854,0.0073609,0.0017327,0.0017327,-0.010483,0.004719,-0.0091286,-0.0091286,-0.0091286,-0.016841,-0.016841,-0.016841,-0.046448,-0.0091286,-0.0091286,-0.9708,0.8481,-0.0008316,0.91481,-0.01904,-0.01904,-0.01904,-0.057924,-0.057924,-0.040489,-0.040489,-0.035176,0.0066653,-0.051046,-0.051046,-0.036538,-0.036538,-0.036538,1.7459,-0.056442,0.84081,-0.029721,0.0086324,0.0086324,-0.0087511,0.0040243,0.0040243,0,0.017824,0.017824,0.0026597,0.0080804,0.0073609,-0.017254,0.004719,0.004719,-0.0091286,-0.016841,-0.0091286,-0.9708,-0.042652,-0.052801,-0.0076101,-0.97551,-0.039621,-0.057924,-0.047801,-0.047801,-0.047801,-0.040489,-0.035176,-0.035176,0.0066653,-0.036538,-0.99046
"MMRF_1597",-0.16596,-0.0035144,-0.0035144,-0.0035144,0.0011085,-0.0045695,-0.0045695,0,0.0050865,0.0050865,0.0091705,0.0091705,0.0069435,0.0053936,0.85264,0.85264,0.85264,0.85264,0.85264,-0.019726,-0.019726,-0.019726,-0.019726,-0.43127,1.047,0.051814,-0.034631,-0.034631,0.98494,0.81454,0.81454,-0.087447,-0.087447,-0.087447,0.97647,0.99974,0.99974,-0.25986,-0.25986,0.0037465,-0.020884,0.96473,0.96473,0.96473,-0.059942,-0.059942,-0.051316,-0.051316,-0.051316,-0.0036011,0.84002,0.84002,-0.0501,-0.0501,-0.0501,-0.013127,-0.25346,-0.25346,-0.022881,-0.0015805,-0.9513,-0.0045695,0,0,0.0091705,0.0069435,0.0069435,0.85264,-0.053189,-0.43127,-0.034631,-0.034631,-0.049346,0.98494,-0.087447,0.99974,-0.25986,-0.25986,-0.25986,0.0015255,0.0015255,-0.020884,-0.059942,-0.99931,-1.0103,-1.0103,-0.051316,-0.051316,-0.065691,-0.0036011,-0.49913,-0.25346
"MMRF_1613",-0.036304,0.95933,1,1,1.9561,0.010524,0.010524,0.019603,0.99919,0.99919,1.0148,1.0148,0.013592,0.013592,0.0032006,0.015699,0.0030129,0.0030129,-0.018399,0,0,0,0.014849,-0.0050239,-0.0050239,0.00023805,0.0042628,0.0042628,-0.00016827,-0.0070967,-0.0070967,-0.018804,-0.018804,-0.018804,-0.0082015,-0.012752,-0.012752,-0.0019791,-0.0019791,0.014151,-0.03208,0.98384,0.98384,0.98384,-0.045402,-0.022782,-1.0299,0.85595,-0.031125,-0.001425,-0.070574,-0.070574,-0.033852,-0.033852,-0.033852,0.0018294,-0.057827,-0.057827,-0.036304,-0.98718,0.0098275,-0.00887,0.019603,-0.043708,0.99586,0.013592,0.013592,0.015699,0.014849,-0.0050239,0.0042628,0.0042628,0.0042628,-0.00016827,-0.018804,-0.98711,-0.0019791,-0.0019791,-0.0019791,-1.2929,-0.99543,-1.0014,-0.045402,-0.022782,-0.022782,-0.022782,-1.0299,-0.031125,-0.031125,-0.001425,0.0017637,-0.057827
"MMRF_1614",-0.060614,0.00055459,0.00055459,0.80286,-0.0095426,-0.0026322,-0.0026322,-0.0011904,0.98311,0.98311,0.99478,0.99478,-0.0015243,-0.0015243,0.98825,0.98825,0.98825,0.98825,0.98825,1.4543,-0.0029091,-0.0029091,-0.0029091,0.97874,0.97874,0.96547,0.061794,1.3652,0.96267,0.96267,0.96267,0.94527,-0.010646,-0.03286,0.96822,0.96822,0.96822,-0.014366,-0.014366,0.0055529,-0.026247,0.97337,0.97337,0.97337,-0.062495,-0.14297,-0.091023,-0.38638,0.44183,-0.01106,1.7958,1.7958,-0.026304,-0.026304,-0.026304,1.9548,-0.066654,-0.066654,-0.37403,-0.98702,0.00055459,-0.01409,0,0,0.99478,-0.023512,-0.0015243,0.98825,-0.0029091,0.97874,0.061794,0.061794,0.061079,0.96267,-0.010646,0.96822,-0.014366,-0.014366,-0.014366,-0.0026322,-0.0026322,0.0055529,-0.062495,-0.4786,-0.4786,-0.4786,-0.38638,-0.51476,-0.49361,-0.01106,-0.026304,-0.066654
"MMRF_1617",-0.034631,0.0020201,0.0020201,0.0020201,0.0020201,0.0022712,-0.0051227,0.017124,0.0075,0.0075,0.0075,0.0075,0.012237,0.012237,-0.00069303,0.95632,0.012237,0.012237,-0.014751,0.00097064,0.00097064,0.00097064,0.015028,-0.0037367,-0.0037367,0,-0.091023,-0.091023,0.0078075,-0.012851,-0.012851,0.9227,-0.01037,-0.01037,0.89026,-0.0034627,-0.0034627,0.00055459,-0.0036011,1.0644,1.4304,-0.0087299,-0.0080244,-0.0080244,-0.048478,0.37775,-0.04428,-0.04428,0.76964,0.00027728,-0.056038,-0.056038,-0.011198,-0.028504,-0.028504,0.012237,-0.041024,-0.041024,-0.034631,0.0020201,0.0020201,0.0022712,0.01447,-0.0077482,0.0075,0.012237,0.012237,0.012237,-0.011473,-0.0037367,-0.091023,-0.091023,-0.091023,0.0078075,-0.01037,-0.0034627,0.00055459,-0.0036011,-0.0036011,0.0029133,0.0029133,-0.011611,-0.048478,-0.019314,-0.019314,-0.019314,-0.04428,-0.04428,-0.030267,0.00027728,-0.011198,-0.0049844
"MMRF_1618",-0.15618,0.00027722,0.00027722,0.00027722,-0.03261,0,0,0.02035,-0.0036011,0.016847,0.0023581,0.0023581,0.012386,0.012386,0.015168,0.015168,-0.0081719,-0.0081719,-0.0081719,0,0,0,0,0.0048579,0.0048579,-0.0048461,0.00041593,0.00041593,-0.013127,-0.013127,-0.013127,-0.020275,-0.020275,-0.039216,0.97049,0.97049,0.97049,0.0050612,-0.071873,0.41999,-0.021988,-0.029584,-0.029584,-0.029584,-0.056442,-0.082668,-0.075345,-0.075345,-0.075345,-0.0018014,0.78794,0.78794,-0.073476,-0.073476,-0.073476,-0.015741,-1.0511,-1.0511,-0.088507,-0.9643,0.00027722,-0.016154,0.011927,-0.72994,0.0023581,0.01447,0.01447,0.015168,0,-0.28477,0.00041593,0.00041593,0.00041593,-0.013127,-0.019314,0.97049,0.0050612,-0.071873,-0.077858,-0.9852,-0.9852,-0.021988,-1.0808,-1.0061,-1.0061,-0.083465,-0.075345,-0.075345,-0.075345,-0.0018014,-0.99507,-1.0511
"MMRF_1621",-0.043651,-0.043651,-0.043651,-0.043651,-0.043466,-0.03504,-0.03504,0.0077433,-0.042788,0.71961,1.6713,0.97874,0.066945,0.028312,1.0011,1.0011,0.93797,1.7082,0.84596,0,0,0,0,0.93366,0.93832,1.5953,0.022278,0.022278,0.94854,0.77772,0.83235,-0.048342,-0.048342,-0.091313,0.91238,0.91238,0.91238,-0.053611,-0.032723,0.017544,-0.072541,1.7636,1.7636,1.7636,-0.17827,-0.1177,-0.97231,-0.97231,-0.11469,-0.0084385,0.6605,0.6605,-0.091222,-0.14502,-0.14502,-0.012438,-0.18106,-0.18106,-0.043651,-0.043651,-0.043651,-0.03504,0.0077433,-0.01993,0.97874,-0.043909,0.046842,1.0011,0,0.93366,-0.87572,0.022278,-0.078278,0.94854,-0.091313,0.91238,-0.053611,-0.032723,-0.032723,-0.010094,-0.010094,-0.072541,-1.0427,-0.1177,-0.1177,-0.1177,-0.97231,-0.11469,-0.11469,-0.0084385,-0.091222,-0.18106
"MMRF_1625",-0.26102,0.88466,0.92939,0.92939,0.78659,-0.0079494,-0.0079494,0.0023581,0.8881,0.94289,0.96599,0.96599,0.032992,0.00079352,0.015168,0.015168,-0.41498,-0.053611,-0.053611,-0.074144,-0.074144,-0.074144,0.0083351,0.031999,0.031999,-0.079268,0.027638,0.010547,0.98953,0.98953,0.51108,-0.051451,-0.051451,-0.080408,-0.0096806,-0.0096806,-0.064705,-0.051856,-0.18584,0.92452,0.92452,-0.052126,-0.052126,-0.11521,-0.11931,-0.11931,0.6025,0.75578,0.82048,-0.27308,0.61915,0.61915,-0.22114,-0.22114,-0.37031,0.11844,-0.22625,-0.22625,-0.0023553,-0.0023553,-0.0023553,-0.053798,0.0023581,0.0023581,0.96599,-0.033541,0.047552,0.015168,0.0083351,-0.29319,-0.051789,0.010547,-0.36459,0.98953,-0.080408,-0.0096806,-0.051856,-0.051856,-0.46621,-0.026851,-0.026851,0.92452,-0.11931,-0.11931,-0.16916,-0.16916,0.75578,0.82048,0.69256,-0.31622,-0.11142,-0.22625
"MMRF_1634",0.045617,0.9744,0.9744,0.9744,0.9744,-0.00041585,-0.00041585,-0.022801,-0.01354,-0.01354,-0.01354,-0.01354,-0.030404,-0.0096806,0,0,0,0,0,0.10138,0.10138,0.10138,0.10138,0.032563,-0.00068725,-0.65789,0.081755,0.081755,-0.020549,0.024151,0.024151,-0.79545,0.0048579,0.0048579,-0.0026322,0.0033299,0.0033299,-0.019863,0.054376,-0.013815,0.035521,0.015727,0.015727,0.015727,0.036229,0.034254,0.033972,0.033972,0.042774,-0.0089906,0.051956,0.051956,0.13022,0.13022,0.13022,-0.0063668,0.027357,0.027357,0.045617,-0.98083,-0.0048461,-0.00041585,-0.94262,0.016985,-0.01354,-0.0046833,-0.026304,0,0.10366,0.032563,0.081755,0.081755,0.081755,-0.020549,0.0048579,0.0033299,-0.019863,-0.011198,-0.82538,-1.2929,-0.94401,-0.83672,0.036229,1.0701,1.0874,1.0874,0.033972,0.042774,0.042774,-0.0089906,0.13022,0.027357
"MMRF_1512",-0.23948,-0.0030475,-0.32484,-0.016157,-0.026063,-0.019825,-0.019825,0.033649,-0.0083005,-0.1069,0.93993,1.075,0.039738,0.8479,1.0013,1.0013,0.91158,0.91158,0.91158,-0.024251,-0.024251,-0.033677,0.021043,0.023364,0.00597,-0.021373,0.031014,0.017794,1.0022,0.95263,0.78389,-0.022744,-0.0027707,-0.0087146,-0.241,0.014064,-0.047134,-0.12339,-0.0041546,-0.016292,-0.17102,0.92411,0.92411,0.92411,-0.11069,-0.11069,-0.15464,-0.11111,-0.10118,0,0.42402,0.72338,-0.099499,-0.099499,-0.099499,-0.038714,-0.21393,-0.14623,-0.021235,-0.021235,-0.031496,-0.019825,0.033649,-0.039122,1.075,-0.23997,0.029402,1.0013,0.021043,-1.0866,-0.043074,0.017794,-0.2856,1.0022,-0.0087146,0.014064,0.027497,-0.0041546,-0.1067,-0.0095426,-0.0095426,-0.17537,-0.11069,-0.061689,-0.12339,-0.12339,-0.15464,-0.10118,-0.33445,0,-0.0059522,-0.33424
"MMRF_1624",-0.59459,0.85075,0.85075,0.85075,1.7874,-0.043019,-0.043019,0.00081873,-0.004345,0.024675,1.0548,1.0548,0.0094681,-0.028939,0.3494,0.97913,0.93567,0.93567,0.14383,0.88204,0.88204,0.87147,-1.0001,0.79044,0.79044,0.8288,-0.034981,-0.017679,0.92416,-0.10383,0.77847,-0.071351,-0.071351,-0.07242,0.70062,0.94097,0.94097,-0.15826,-0.052814,0.90209,0.37979,0.88364,0.79611,0.70641,-0.16478,-0.12993,-0.10238,-0.10238,0.76744,0.34663,1.371,1.371,-0.17111,-0.13679,-0.50982,-0.0043061,-0.22921,-0.22921,-0.14653,-0.0027839,-0.069934,-0.07726,0.00081873,-0.14633,1.0548,-1.287,-0.078438,0.93567,-1.0115,-0.18296,-0.49633,-0.017679,-0.43491,0.98989,-0.16435,0.94097,-0.017679,-0.052814,-0.26734,-1.0179,-1.0179,0.90209,-0.16478,-0.12993,-0.1812,-0.1812,-0.10238,0.76744,0.6323,-0.020014,-0.44869,-0.40783
"MMRF_1627",-0.017529,1.5377,1.8397,1.8397,1.8214,0.05523,0.05523,0.0087528,0.033549,0.033549,0.033549,0.033549,-0.11704,-0.11704,0.01447,0.01447,-0.0076261,-0.0076261,-0.0076261,0.0069435,0.0069435,0.0069435,0.018103,0,0,0,0.0068044,0.0068044,-0.0022168,-0.0049844,-0.015998,-0.00055444,-0.00055444,-0.0094046,-0.018216,-0.0049844,-0.0049844,-0.0013858,-0.0013858,-0.98941,-1.0523,-0.0039945,-0.0039945,-0.0039945,-0.02603,-0.02603,-0.022195,-0.022195,-0.022195,0.0076392,-0.044009,-0.044009,-0.049019,-0.049019,-0.049019,0.0073609,-0.031223,-0.031223,-0.017529,-0.93592,0.0013118,0.046984,0.0087528,-0.413,0.033549,-0.99367,0.012097,0.01447,-0.94342,0,0.0068044,0.0068044,0.0068044,-0.0022168,-0.0094046,-0.0049844,-0.0013858,-0.0013858,-0.0013858,-0.98456,-0.98456,-0.98941,-0.02603,-0.02603,-0.02603,-0.02603,-0.022195,-0.022195,-0.022195,0.0076392,-0.049019,-1.0042
"MMRF_1630",-0.12545,1.3578,1.3578,1.3578,1.9992,0.013321,0.013321,0.053806,0.95878,1.018,1.0325,1.0325,0.080024,0.019083,-0.25233,0.048546,-0.061543,-0.070402,-0.070402,-0.024798,-0.024798,-0.039796,0.065799,0.082188,-0.013402,-0.020726,0.03316,0.037641,0.019643,-0.0026322,-0.14361,-0.01037,-0.049642,-0.049642,-0.064374,-0.056807,-0.056807,-0.010232,-0.025893,0,-1.1808,-0.023977,-0.023977,-0.061176,-0.13794,-0.066252,-0.19225,-1.0095,-0.10959,0.013492,0.68906,0.68906,-0.10324,-0.10324,-0.10324,-0.0059409,-0.16726,-0.18458,-0.12545,-0.97835,-0.088242,-0.070742,0.06494,-0.074144,1.0325,-1.0944,0.080024,0.060365,-0.65333,-0.24995,-0.039095,0.037641,-0.21385,0.019643,-0.049642,-0.96925,-0.010232,-0.025893,-0.025893,-1.0008,0.057097,0,-0.99667,-0.066252,-0.088904,-1.1262,-0.19225,-0.14129,-0.10959,-0.35692,-0.10324,-0.23484
"MMRF_1633",-0.08861,0.0088097,-0.032829,-0.032829,-0.0064739,-0.0057828,-0.0057828,-0.0024626,0,0,0,0.39616,0.021631,0.0021118,0.99597,0.99597,0.99597,1.9423,0.9392,0.3839,0.3839,0.3839,0.024299,0.98209,0.98209,0.98209,0.31694,0.31694,1.4035,1.4035,1.1267,-0.019762,-0.02311,-0.02311,0.96061,0.97692,0.97692,-0.0088337,-0.067829,0.37335,-0.034192,1.9379,1.9379,1.9379,0.24299,-0.028356,-0.05453,-0.053985,-0.053985,0.0065575,0.87034,0.87034,-0.04235,-0.04235,0.2814,0.00030851,-0.063942,-0.086223,-0.89141,-0.87812,-0.87812,-0.0057828,-0.0024626,-0.0024626,-0.002601,-0.031465,0.021631,0.99597,-0.32852,0.98209,-0.72754,0.31694,-0.13378,1.4035,-0.02311,0.97692,-0.0088337,-0.0088337,-0.067963,-0.0098442,-0.0098442,-0.0074039,-0.074514,-0.028356,-0.060584,-0.060584,-0.05453,-0.053985,-0.053985,-0.0061975,-0.04235,-0.08556
"MMRF_1637",-0.043466,0.19756,0.19756,0.19756,0.19756,0.17694,0.17694,0.0066653,0.017404,0.017404,0.017404,0.017404,-0.38487,-0.38487,-0.012338,-0.0089906,0.0025036,0.0025036,0.0025036,0.022304,0.022304,0.022304,0.022304,0.016006,0.016006,0.0057527,-0.0070576,-0.0070576,0.020763,-0.99284,0,0.0063871,0.54735,-0.11077,-0.31786,-0.32403,-0.33445,-0.038911,-0.044686,0.20457,0.15233,0.0097276,0.0097276,0.0097276,-0.13095,0.3306,-0.1712,-0.026851,-0.006611,0.00597,0.80267,-0.036129,-0.38257,-0.38257,-0.38257,-0.014865,-1.0085,-0.035312,-0.006505,-0.98323,0.024969,-0.99555,-0.98358,0.0033818,0.017404,-0.39453,-0.38213,0.026367,0.022304,1.0776,-0.0070576,-0.0070576,-0.0070576,0.020763,-0.11077,-0.30686,-0.038911,-0.044686,-0.044686,-0.47564,-0.47564,-0.98323,-0.13095,-0.033754,-0.047801,-0.047801,-0.46014,-0.006611,-0.006611,0.00597,-0.38257,-0.035312
"MMRF_1639",-0.055229,0.99669,0.99669,0.99669,0.97647,-0.036538,-0.036538,-0.017879,0.81935,0.92411,0.92411,0.92411,-0.014916,-0.014916,0.94601,0.96266,0.96266,0.87647,0.87647,0.91552,0.91552,0.91552,0.77714,0.9297,0.9297,0.93691,0.069239,0.069239,1.2789,1.2789,1.2789,-0.03023,-0.043832,-0.043832,-0.095886,-0.031905,-0.066138,-0.039122,-0.063435,-0.037218,-0.037218,0.90835,0.90835,0.90835,-0.10566,-0.064106,0.78003,0.78003,0.81981,0.37085,0.80403,0.80403,-0.079343,-0.079343,-0.079343,-0.045499,-0.12356,-0.12356,-0.055229,-0.055229,-0.050776,-0.036538,-0.013264,-0.42484,0.92411,-0.014916,-0.014916,0.96266,0.57682,0.9297,0.069239,0.069239,0.069239,1.2789,-0.043832,-0.031905,-0.039122,-0.063435,-0.063435,-1.0045,-1.0045,-0.037218,-0.10566,-0.064106,-0.080717,-0.080717,0.78003,0.78003,0.81981,0.36805,-0.079343,-0.12356
"MMRF_1640",0,0.095664,0.095664,0.095664,0.075714,-0.58207,-0.58207,-0.61685,0.047563,0.047563,0.049563,0.049563,-0.21935,-0.21935,0.096827,0.035111,0.035111,0.076865,0.076865,-0.62082,-0.62082,-0.62082,-0.63363,0.70089,0.75978,0.71897,-0.62997,-0.59837,0.079482,0.079482,0.12551,0.10323,0.064327,0.10717,0.045533,0.045533,0.10294,-0.62426,-0.57732,-0.62621,-0.57367,1.2293,1.2293,1.2293,-0.57742,-0.6006,-0.58588,-0.58588,-0.58588,0.053105,0.59046,0.59046,-0.58578,-0.58578,-0.58578,0.73626,-0.57229,-0.57229,0,0,0,-0.57644,-0.58784,-0.58784,0.049563,-0.61431,-0.22389,0.035111,-0.63363,0.70089,-0.63621,-0.59837,-0.59837,0.029336,0.064327,0.045533,-0.62426,-0.57732,-0.57732,-1.2929,-1.2929,-0.61603,-0.57742,-0.6006,-0.58077,-0.58077,-0.58588,-0.58588,-0.58588,0.053105,-0.58578,-0.57229
"MMRF_1641",-0.11014,0.041633,0.041633,0.041633,0.041633,-0.021299,-0.021299,-0.021984,0.96176,0.96176,0.96176,0.96176,-0.0080879,-0.054078,0.89639,0.89639,0.50014,0.49592,0.37751,0,0,0,-0.014375,-0.30492,0.52775,-0.0028278,-0.15624,3.0833,0.88697,1.1408,1.1028,-0.03074,-0.03074,-0.03074,1.8359,1.8359,1.8359,-0.22163,-0.023218,0.0060445,-0.028008,1.6385,1.6385,1.6385,0.86683,-0.099533,-0.98804,-0.11449,-0.050703,0.17174,0.79443,0.79443,-0.02992,3.6569,-0.1107,0.7267,-0.087905,0.29335,-0.052999,0.041633,0.041633,0.6953,0.008271,-0.084664,0.96176,-0.027106,-0.027106,0.87837,-0.80098,-0.30492,0.5673,1.4008,0.64354,0.91936,-0.03074,1.8359,-0.22163,-0.023218,-0.023218,0.01692,-0.35971,-0.028008,-0.062154,-0.099533,-0.099533,-0.099533,-0.98804,-0.99035,-0.050703,-0.14303,-0.02992,-0.36005
"MMRF_1643",-0.03376,-0.03376,-0.04523,-0.016925,-0.016925,-0.0087984,-0.0087984,0,-0.019133,0.038968,0.038968,0.038968,0.0046472,0.0046472,0.94678,0.96214,0.95947,0.95947,0.88874,-0.025547,-0.025547,-0.025547,0.0013026,0.9555,0.9555,0.96666,0.002275,0.00394,0.95394,0.92906,0.905,0.47416,0.90385,0.89254,0.93333,0.93333,0.93333,-0.0047918,-0.024061,0.0079543,-0.022964,1.6929,1.689,1.689,-0.079024,-0.042599,-0.061242,-0.061242,-0.061242,-0.010285,1.6839,1.6839,-0.049642,-0.049642,-0.049642,0.017179,-0.084877,-0.10849,-0.03376,-0.03376,-0.03376,-0.027223,0,-0.03866,0.038968,0.00158,0.00158,0.95947,-0.0031281,0.9555,-0.75492,0.00394,-0.041785,0.95394,0.90385,0.93333,-0.0047918,-0.024061,-0.024061,-0.089382,-0.089382,-0.022964,-0.079024,-0.042599,-0.042599,-0.14369,-0.061242,-0.061242,-0.079424,-0.010285,-0.049642,-0.10849
"MMRF_1644",-0.071908,0.93767,0.96658,0.96658,0.96658,-0.0020784,-0.0020784,-0.0037395,0.0070826,0.0070826,0.0070826,0.0070826,0,-0.018319,0.68068,0.68068,0.68068,0.61667,0.61667,0.0014451,0.0014451,0.0014451,0.0014451,-0.0051227,-0.0051227,-0.026221,0.0014118,0.02539,0.98411,0.94752,0.94752,0.68885,0.76772,0.76772,-0.015307,-0.015307,-0.015307,-0.0038779,-0.0038779,0.0021446,-0.015329,0.96729,0.95611,0.95611,-0.061555,-0.047415,-0.0696,-0.77422,-0.037354,-0.016704,0.84771,0.84771,0.063652,0.063652,0.063652,0.95263,-0.06048,-0.068931,-0.025756,-0.92866,0.0040243,-0.0020784,-0.0037395,-0.0037395,0.0070826,0,0,0.68068,-0.022195,-0.0051227,-1.0217,0.02539,-0.014366,0.98411,0.76772,-0.015307,-0.0038779,-0.0038779,-0.0038779,-0.99318,-0.99318,-0.015329,-0.061555,-0.047415,-0.047415,-0.047415,-0.7727,-0.037354,-0.037354,-0.016704,0.063652,-0.068931
"MMRF_1651",-0.050159,-0.017038,-0.033191,-0.033191,-0.0060119,-0.0032457,-0.0032457,0.0054928,0,0,0,0,0.0066052,0.0066052,0.99916,0.99916,0.95916,0.95916,0.95916,1.9402,1.9402,0.92849,0.92849,0.97493,0.97493,0.96829,-0.00075286,-0.97662,0.86048,0.8494,-0.02896,0.9591,0.9591,0.96197,-0.011808,0.66245,-0.026089,0.97143,0.97143,-0.0061501,-0.0061501,0.96608,0.94867,0.94867,-0.046261,-0.03019,0.79366,0.7954,-0.037277,-0.013737,0.88937,0.88937,-0.022529,-0.022529,-0.022529,0.96999,-1.0065,-1.0065,-0.012116,-0.97327,-0.0047676,-0.012795,-0.0044722,-0.0044722,0,-0.041839,0.0066052,0.99916,0.92849,0.97493,-0.016244,-0.97662,-0.031691,0.86048,0.96197,-0.011808,0.97143,0.97143,-0.081795,-0.98297,-0.98297,-0.0061501,-0.046261,-0.03019,-0.03019,-0.03019,0.79366,-0.037277,-0.037277,-0.013737,-0.022529,-1.0065
"MMRF_1652",-0.12627,-0.10916,0.80292,-0.020646,0.10166,-0.0264,-0.0264,0,0.15171,0.15171,0.1991,0.13853,0.035552,0.035552,0.99017,0.95967,0.95967,0.95967,0.95967,-0.058085,-0.058085,-0.067686,-0.018545,0.96931,0.9348,0.9348,-0.018965,-0.063664,0.81226,0.81226,0.81226,-0.058422,-0.058422,-0.12254,0.096859,0.096859,0.096859,-0.037945,-0.06514,-0.060405,-0.060405,0.94186,2.2097,2.2097,-0.20671,-0.18901,-0.22583,-0.17443,-0.12258,0.0051769,0.56548,1.3132,-0.10171,-0.18442,-0.31058,0.93392,-0.20195,-0.23474,-0.12627,-0.12627,-0.087214,-0.084178,0,-0.11765,0.13853,-0.12871,0.056127,0.95967,-0.018545,0.96931,-1.0152,-0.063664,-0.23101,0.95371,-0.12254,0.096859,-0.037945,-0.06514,-0.06514,0.012696,0.012696,-0.060405,-0.22,-0.14035,-0.14035,-0.14035,-1.1243,-0.17443,-0.2638,-0.036302,-0.10171,-0.24103
"MMRF_1665",-0.091521,0,0,0,-0.0060847,-0.0021819,-0.0021819,0.013074,2.0396,0.0065262,0.93915,0.93915,-0.023977,-0.023977,1.8428,1.8428,1.8066,1.8066,1.8066,-0.0062286,-0.0062286,-0.0062286,0.019643,0.91077,0.91077,0.90674,0.17694,0.17694,0.89447,0.89447,0.89447,-0.0092666,-0.011335,-0.011335,1.3947,1.3947,1.3947,-0.0027707,-0.0027707,-0.00069303,-0.00069303,1.8058,1.8058,1.8058,-0.054825,-0.054825,-0.93608,-0.087181,-0.03891,0.0056919,0.77022,0.77022,0.82099,-0.047531,-0.047531,0.91057,-0.058731,-0.058731,-0.013224,-0.013224,0,-0.0021819,0.013074,-0.0053958,0.93915,-0.023977,-0.023977,1.8777,-0.90381,0.91077,-0.5219,0.17694,0.16025,0.89447,-0.011335,1.3947,-0.0027707,-0.0027707,-0.073877,-0.0053992,-0.0053992,-0.00069303,-0.054825,-0.026869,-0.047177,-0.047177,-0.93608,-0.03891,-0.03891,0.0056919,-0.015179,-0.071691
"MMRF_1656",-0.039529,2.206,2.7214,1.8812,0.085654,-0.0042929,-0.0042929,0.00060236,-0.00097017,-0.00097017,-0.00097017,-0.00097017,0.0070826,0.0070826,0.91158,0.91158,0.91158,0.91158,0.91158,0.0027745,0.0027745,0.0027745,0.0027745,-0.0087146,-0.0087146,-0.010094,-0.0061353,-0.0076101,0.9003,0.9003,0.9003,-0.0083005,-0.013815,-0.016154,0.89507,0.89507,0.89507,-0.017391,-0.026577,-0.0045695,-0.0045695,0.9019,0.9019,0.9019,0.003191,0.029888,-0.031905,-0.031905,-0.031905,0.90875,0.81708,0.81708,-0.02151,-0.02151,-0.02151,-0.0077482,-0.029994,-0.058193,-0.91567,-0.91567,-0.91567,-0.0042929,0.00060236,0.0013868,-0.00097017,-0.014228,0.0070826,0.91158,0.0027745,-0.0087146,-0.0061353,-0.0076101,-0.0076101,0.9003,-0.016154,0.89507,-0.017391,-0.026577,-0.026577,-0.029557,0,-0.0045695,-0.94569,0.029888,0.026654,0.026654,-0.031905,-0.031905,-0.031905,0.90875,-0.02151,-0.058193
