"","1p36.33 ","1q21.1  ","1q21.3  ","1q22    ","1q44    ","2p14    ","2p13.3  ","2q22.1  ","3p21.31 ","3p21.1  ","3q23    ","3q26.2  ","4q31.3  ","4q35.1  ","5p15.33 ","5q11.2  ","5q31.2  ","5q33.3  ","5q35.3  ","6p24.3  ","6p24.2  ","6p21.33 ","6q21    ","7p21.3  ","7p15.2  ","7q34    ","8q13.1  ","8q24.21 ","9p13.2  ","9q22.2  ","9q34.13 ","10p14   ","10q22.3 ","10q25.2 ","11q13.3 ","11q23.1 ","11q23.3 ","12p13.32","12q24.31","14q11.2 ","14q32.33","15q15.1 ","15q23   ","15q24.2 ","16p13.13","16p11.1 ","17p13.2 ","17p11.2 ","17q22   ","18q23   ","19p13.3 ","19p13.11","20q11.22","20q13.12","20q13.33","21q22.11","22q11.22","22q13.1 ","1p32.3  ","1p22.1  ","1p13.1  ","2p23.3  ","2q31.1  ","2q37.1  ","3q26.32 ","4p16.3  ","4q22.1  ","5q21.1  ","6q25.2  ","7p22.3  ","8p23.2  ","8q24.13 ","8q24.3  ","9p21.3  ","10q24.32","11q22.2 ","12p13.1 ","12q23.3 ","12q24.33","13q12.11","13q14.2 ","14q23.3 ","16p13.3 ","16q12.1 ","16q23.1 ","16q24.3 ","17p13.1 ","17q21.2 ","17q25.3 ","18q12.2 ","20p13   ","22q13.33"
"MMRF_2473",-0.0062286,1.7987,1.9286,1.9286,1.9286,0.001803,0.00063523,0.00013863,0.0048579,0.0048579,0.0048579,0.0048579,-0.0089906,-0.0089906,-0.0019891,-0.0019891,0.0037465,0.0037465,0.0037465,0.0055529,0.0055529,0.0055529,0.0055529,0.0090312,0.0090312,0.0090312,0,0,0.99945,0.99945,0.99945,0.0077783,0.0077783,0.0077783,-0.0008316,-0.0008316,-0.0008316,-0.0040162,-0.0040162,-0.063569,-0.049559,0.0020805,0.0020805,0.0020805,-0.019863,-0.020667,-0.031905,-0.031905,-0.027031,0.007713,-0.053341,-0.053341,-0.015076,-0.015076,-0.015076,-0.015191,-0.035585,-0.035585,-0.0062286,-0.0062286,-0.0062286,0.001803,0.00013863,-0.006708,0.0048579,-0.0089906,-0.0089906,0.0037465,-0.6564,0.0090312,0,0,0,0.99945,0.0077783,-0.0008316,-0.0040162,-0.0040162,-0.0040162,-0.97352,-0.97352,-0.96294,-0.019863,-0.020667,-0.020667,-0.020667,-0.031905,-0.027031,-0.027031,0.0086135,0.012516,-0.035585
"MMRF_2475",-0.14103,-0.024798,-0.024798,-0.024798,-0.024798,-0.016567,-0.016567,-0.013933,0.87867,0.87867,0.87867,0.87867,0.027619,0.027619,0.89347,0.89347,0.89347,0.89347,0.71547,0,0,0,0,0.83235,0.83235,0.83235,-0.028628,-0.028628,1.4957,1.4957,1.4957,-0.037218,-0.033541,-0.033541,0.019643,0.019643,0.019643,-0.063032,-0.063032,-0.0080244,-0.14554,0.82843,0.82843,0.82843,-0.12291,-0.088242,-0.099209,-0.099209,-0.078677,0.001803,0.68235,0.68235,-0.094988,-0.094988,-0.094988,0.87767,-0.96013,-0.96013,-0.046989,-0.51989,-0.46483,-0.043929,0.0033299,0.0033299,0.87867,-0.0051227,0.027619,0.89347,0,0.83235,-0.028628,-0.028628,-0.028628,1.4957,-0.033541,0.019643,-0.063032,-0.063032,-0.063032,0.0073609,0.0073609,-0.14554,-0.12291,-0.088242,-0.088242,-0.088242,-0.099209,-0.078677,-0.078677,-0.010609,-0.094988,-0.97594
"MMRF_2480",-0.017803,-0.017803,-0.017803,-0.017803,-0.017803,0.0022193,0.0022193,0,0.0043021,0.0043021,0.0043021,0.0043021,0.021463,0.021463,0.0094491,0.0094491,0.004251,0.004251,0.004251,-0.011611,-0.011611,-0.011611,-0.011611,-0.00097017,-0.00097017,-0.011038,0.39512,0.39512,0.3747,0.3747,0.3747,-0.018353,-0.018353,-0.0281,0.25527,0.25527,0.25527,-0.0061781,-0.072539,0.37924,0.37924,-0.026851,-0.026851,-0.026851,-0.080807,-0.024935,-0.081187,-0.062092,-0.062092,0.39595,-0.1348,-0.089831,-0.047124,-0.047124,-0.047124,0.37825,-0.094724,-0.094724,-0.017803,-0.017803,-0.017803,-0.015605,0,0,0.0043021,0.021463,0.021463,0.004251,-0.011611,-0.00097017,0.36439,0.39512,0.39512,0.3747,-0.018353,0.25527,-0.0061781,0.0015255,-0.072539,-0.00027724,-0.00027724,0.37924,-0.080807,-0.024935,-0.072339,-0.072339,-0.081187,-0.062092,-0.062092,0.39595,-0.047124,-0.094724
"MMRF_2497",-0.030487,-0.030487,-0.030487,0.039478,0.029632,7.5424e-05,7.5424e-05,0.033831,0.0036064,0.0036064,0.039337,0.0088924,0.0045054,0.0045054,0.020903,0.020903,0.020903,0.50707,-0.024798,0.0079175,0.0079175,0.0079175,0.027357,-0.0070528,-0.0070528,-0.014228,0.010842,0.010842,0.020203,0.0055211,0.0055211,-0.019177,-0.019177,-0.019177,-0.012851,-0.012851,-0.012851,-0.0055375,-0.0055375,-0.97736,-0.98814,-0.011749,-0.011749,-0.011749,-1.0352,-1.0032,-0.098945,-0.098945,-0.098945,0.0086135,-0.21125,0.43092,-0.021373,-0.021373,-0.021373,-0.050395,-0.10158,-0.10158,-0.030487,-0.030487,-0.030487,0.014703,0.007912,0.007912,0.0088924,0.0090312,0.0090312,0.020903,0.027357,-0.0070528,0.010842,0.010842,0.010842,0.020203,-0.019177,-0.012851,-0.0055375,-0.0055375,-0.08818,-0.98485,-0.98485,-0.98814,-1.0352,-1.0032,-1.0251,-1.0251,-0.098945,-0.098945,-0.098945,0.0086135,-0.021373,-0.10158
"MMRF_2501",-0.045216,0.85761,0.83807,0.83807,0.83807,-0.0030345,-0.0030345,-0.0053374,0.99013,0.99013,0.99013,0.99013,0.15548,0.15548,0.85939,0.89389,0.89389,0.89389,0.89389,-0.0067827,-0.0067827,-0.0067827,-0.0015113,0.97422,0.97422,0.97422,0.0016773,0.0016773,0.98371,0.97752,0.97752,-0.013664,-0.0099666,-0.0035881,0.0090001,0.02962,0.02962,-0.99108,-0.015591,-0.025607,-0.059893,1.9807,1.9807,1.9807,-0.016416,-0.050763,-0.036253,-0.036253,-0.036253,-0.011306,0.78641,0.78641,-0.014906,-0.014906,-0.021085,0.95306,-0.040739,-0.040739,-0.0019268,-0.0019268,-0.0019268,0,-0.0053374,-0.0053374,0.99013,0.90756,0.15429,0.89389,-0.0015113,0.97422,-0.99645,0.0016773,0.83158,0.98371,-0.0035881,0.02962,-0.99108,-0.015591,-0.022284,-0.99185,-0.99185,-0.025607,-0.044722,-0.050763,-0.3552,-0.3552,-0.036253,-0.036253,-0.065005,-0.0041415,-0.80781,-0.055313
"MMRF_2505",-0.0070576,0.0093098,0.0093098,0.0093098,4.6824e-05,0.0055529,0.0055529,0.0026255,0.013911,0.013911,0.65259,0.65259,0.0030522,0.0030522,0.0068044,0.0068044,0.0068044,0.0068044,0.0068044,0.0042238,0.0042238,0.0042238,0.0042238,-0.0015566,-0.0015566,-0.019863,0,0,0.0062273,0.037076,0.037076,-0.0083005,-0.00089594,-0.00089594,-0.0022168,0.012934,0.012934,-0.64565,-0.0066432,-0.97288,-0.98529,-0.0045695,-0.0045695,-0.0045695,-0.023457,0.0068813,-0.029721,-0.029721,-0.029721,-0.005261,-0.049289,-0.049289,-0.0042929,-0.0042929,-0.0042929,-0.01354,-0.03395,-0.03395,-0.0070576,-0.0070576,-0.0070576,0.0055529,0.0026255,0.0026255,0.65259,-1.0168,0.0030522,0.0068044,0.0056919,-0.0015566,0,0,0,0.0062273,-0.00089594,-0.41014,-0.64565,-0.0066432,-0.0066432,-0.97991,-0.97991,-0.97288,-0.023457,0.0068813,0.0068813,-0.0092666,-0.029721,-0.029721,-0.029721,-0.005261,-0.0042929,-0.042381
"MMRF_2523",-0.083333,0.034537,0.034537,0.034537,0.016146,-0.038306,-0.038306,-0.017164,0.93106,0.93106,0.98626,0.98626,0.009324,0.009324,0.98825,0.98825,0.94299,0.94299,0.78582,0.91481,0.91481,0.91481,0.91198,0.94017,0.94017,0.93712,-0.023921,-0.015604,0.97543,0.93162,0.93162,0.37232,-0.04428,-0.076251,-0.052356,-0.028355,-0.028355,-0.1104,-0.035585,-0.021921,-0.21347,0.94874,0.94874,0.94874,-0.12953,-0.12953,-0.12841,-0.12841,-0.11077,-0.028218,0.75166,0.75166,-0.08559,-0.08559,-0.08559,0.94017,-0.14759,-0.14759,-0.083333,-0.083333,-0.083333,-0.038306,-0.017164,-0.017164,0.98626,-0.067135,0.013492,0.98825,0.91198,0.94017,-0.060958,-0.015604,-0.086651,0.97543,-0.076251,-0.028355,-0.033929,-0.035585,-0.11299,-0.0375,0,-0.042381,-0.12953,-0.82838,-0.86176,-0.92042,-0.12841,-0.12141,-0.11077,-0.028218,-0.08559,-0.14759
"MMRF_2485",-0.12954,0.001803,0.001803,0.001803,-0.028355,-0.0013858,-0.0013858,0.0091705,-0.0090819,0.010591,0.010591,0.011348,0.025613,0.022585,0.0084743,0.0084743,0.0084743,0.0084743,0.0084743,0.0017155,0.0017155,0.0017155,0.012376,-0.010232,-0.010232,-0.011986,0,0,0.013492,-0.007472,-0.054016,-0.02562,-0.02562,-0.02562,-0.029857,0.014678,-0.050235,0.0041632,-0.021921,-0.014775,-0.045173,-0.028628,-0.028628,-0.028628,-0.071606,-0.071606,-0.089699,-0.089699,-0.076986,0.0012481,-0.12564,-0.12564,-0.052531,-0.052531,-0.052531,-0.016154,-0.11116,-0.11116,0.001803,0.001803,0.001803,-0.022152,0.0091705,0.0091705,0.011348,0.025613,0.025613,0.0084743,0.012376,-0.010232,0,0,0,0.013492,-0.02562,0.014678,0.0041632,-0.021921,-0.021921,0.018803,0.018803,-0.0018014,-0.071606,-0.071606,-0.071606,-0.071606,-0.089699,-0.076986,-0.076986,0.0012481,-0.052531,-0.11116
"MMRF_2489",-0.045635,-0.045635,-0.045635,-0.045635,-0.0025839,-0.025756,-0.025756,0,-0.01045,0.014749,-0.0096671,0.0065262,0.022015,0.022015,0.97069,0.97069,0.97069,0.89186,0.89186,-0.063703,0.88206,0.0062481,0.0062481,-0.017254,-0.017254,-0.020549,0.020203,0.0011325,0.76977,0.87687,0.87687,-0.037218,-0.021784,-0.070269,0.91966,0.91966,0.91966,-0.10525,-0.11155,-0.024524,-0.024524,0.88986,0.88986,0.88986,-0.12161,-0.045499,-0.12953,-0.12953,-0.078907,0.0040713,0.71923,0.71923,-0.072942,-0.072942,-0.11273,-0.019177,-0.15195,-0.15195,-0.045635,-0.045635,-0.045635,-0.025756,0,0,0.0065262,-0.0038779,0.043015,0.97069,-0.0025553,-0.017254,-0.047837,0.0011325,-0.045906,0.99758,-0.046256,0.91966,0.0043021,-0.11155,-0.11155,0.0068044,0.0068044,-0.024524,-0.12161,-0.96344,-0.96344,-0.96344,-0.12953,-0.078907,-0.12551,0.0040713,-0.072942,-0.15195
"MMRF_2498",-0.045635,-0.05359,-0.05359,-0.05359,-0.026167,-0.018765,-0.018765,0.002615,0.016425,0.016425,0.016425,0.016425,0.023987,0.023987,0.73076,0.97915,1.0059,0.92513,0.92513,-0.014641,-0.014641,-0.014641,0.0031887,0.95324,0.95324,0.95878,0.0051359,0.0051359,0.94405,0.94405,0.94405,-0.039801,-0.040472,-0.040472,-0.0056757,-0.0027707,-0.0027707,-0.01849,-0.11267,-0.020824,-0.020824,0.9467,0.90231,0.90231,-0.11116,-0.12966,-0.090626,-0.090626,-0.090626,0.00095772,0.78562,0.78562,-0.069745,-0.069745,-0.069745,-0.023977,-0.13355,-0.13355,-0.045635,-0.045635,-0.05359,-0.043508,0.002615,0.002615,0.016425,0.016795,0.016795,1.0059,0.0031887,0.95324,-0.047801,0.0051359,-0.04726,0.94405,-0.040472,-0.0027707,-0.01849,-0.010508,-0.11267,-0.024251,-0.024251,-0.020824,-0.11116,-0.12966,-0.16817,-0.25419,-0.090626,-0.090626,-0.090626,0.00095772,-0.076412,-0.13355
"MMRF_2465",-0.15886,-0.057706,-0.031496,-0.031496,-0.054706,-0.03245,-0.03245,0.018383,0.39147,0.39147,0.39147,0.38854,0.011679,0.011679,0.50685,0.50685,0.51141,0.43607,0.43607,0.013492,0.013492,0.013492,0.0015232,0.36969,0.36969,0.3807,-0.014228,-0.014228,0.80014,0.80014,0.73038,-0.049226,-0.041974,-0.041974,0.35647,0.35647,0.35647,-0.098336,-0.037626,-0.011887,-0.062764,0.50363,0.50363,0.50363,-0.13316,-0.069198,-0.13159,-0.13159,-0.098814,-0.020549,0.21268,0.21268,-0.079343,-0.079343,-0.079343,0.37479,0.24684,0.24684,-0.087327,0,0,-0.03245,-0.0082731,-0.0082731,0.38854,-0.028355,0.015308,0.51141,0.0015232,0.36969,-0.056405,-0.014228,-0.054286,0.80014,-0.041974,0.35647,-0.037626,-0.037626,-0.037626,-0.0081624,-0.0081624,-0.45511,-0.13316,-0.069198,-0.10141,-0.10141,-0.13159,-0.13031,-0.098814,-0.020549,-0.079343,0.24684
"MMRF_2488",-0.17967,0.017684,-0.034261,-0.034261,-0.07624,-0.011887,-0.011887,0.024689,-0.020182,0.0078136,0.011121,0.011121,0.042024,0.042024,0.6119,0.6119,0.60979,0.60979,0.60979,-0.043218,-0.043218,-0.043218,0.013213,0.58451,0.58451,0.58166,0,0,0.55868,0.55868,0.55868,-0.048613,-0.048613,-0.048613,-0.039937,-0.039937,-0.039937,-0.022332,-0.022332,-0.071219,-0.062226,0.56828,0.50359,0.50359,-0.12369,-0.10473,-0.12551,-0.12551,-0.12551,0.58202,0.37397,0.37397,-0.12135,-0.12135,-0.12135,0.56028,-0.17056,-0.17056,-0.12344,0.017684,0.017684,-0.055769,0.024689,-0.036209,0.011121,-0.17829,0.042024,0.60979,0.013213,0.58451,0,0,-0.070135,0.55868,-0.048613,-0.039937,-0.022332,-0.022332,-0.022332,-0.6417,-0.6086,-0.0042929,-0.71444,-0.69884,-0.69323,-0.69323,-0.12551,-0.12551,-0.12551,0.58202,-0.044005,-0.17056
"MMRF_2490",0.032324,1.0365,1.0469,2.8041,1.0212,0.018136,0.018136,-0.0042509,0.028383,0.028383,-0.0039687,-0.0039687,-0.041797,-0.041797,-0.023798,-0.023798,0.015071,0.015071,1.0511,-0.0010667,-0.0010667,-0.0010667,-0.0010667,0.0057341,0.0057341,0.0024002,0.0020076,1.0311,0.9722,0.020105,0.020105,0.0071248,0.023252,0.017307,0,0.048101,0.048101,0.021506,-0.0030055,0.0013214,0.0070134,0.032887,0.032887,0.032887,-0.0024517,-0.026946,-0.020096,-0.020096,0.011582,-0.038909,-0.021605,-0.021605,0.035143,0.035143,0.035143,-0.026125,0.027962,0.027962,-0.98553,0.016049,-0.95403,0.018136,-0.0042509,-0.0042509,-0.0039687,0.019685,-0.020371,-0.99866,-0.0010667,0.0057341,-0.012887,1.0311,1.0357,0.9722,0.012683,0,0.021506,-0.0030055,-0.0030055,-0.021024,-1.0077,0.020245,-0.0024517,-0.026946,0.025995,0.025995,-0.020096,0.011582,0.063064,-0.018174,0.035143,0.027962
"MMRF_2522",-0.051586,0.88495,0.93284,0.93284,0.90996,0.86731,0.85223,-0.0062286,0.92201,0.95365,0.9144,0.9144,0,-0.022176,0.90553,0.90553,0.90553,0.90553,0.90553,0.91049,0.91049,0.91049,0.94405,-0.031632,-0.031632,-0.054907,0.10133,0.10133,0.94241,0.88106,0.88106,-0.035176,-0.033445,-0.029023,-0.037626,-0.037626,-0.0561,-0.026714,-0.039394,0.00055459,-0.041159,0.89748,0.89748,0.89748,-0.11225,-0.0526,-0.1076,-0.1076,-0.088772,0.92919,0.7467,0.7467,-0.066118,-0.066118,-0.066118,0.88186,-0.11456,-0.11456,-0.051586,-0.051586,-0.051586,-0.088022,-0.0062286,-0.0062286,0.9144,0.68674,0.95672,0.90553,0.94405,-0.031632,-0.056307,0.10133,0.10133,0.94241,-0.029023,-0.037626,-0.026714,-0.039394,-0.16222,-0.9838,-0.94686,-0.041159,-0.11225,-0.0526,-0.084528,-0.084528,-0.1076,-0.088772,-0.088772,0.92919,-0.066118,-0.1495
"MMRF_2499",-0.037405,-0.037405,-0.037405,-0.037405,-0.028491,0.015028,0.015028,0.017684,0.14102,0.19649,0.17813,0.17813,0.079468,-0.02877,0.042307,0.042307,0.042307,-0.03422,-0.03422,-0.04211,-0.04211,-0.04211,-0.0080434,-0.0008316,-0.0008316,-0.056173,0.0095883,0.0095883,0.11404,0.11404,0.084545,-0.041567,-0.053594,-0.061017,-0.027775,-0.027775,-0.027775,-0.011335,-0.011335,-0.0031859,-0.16236,0.13199,0.07815,0.07815,-0.13587,-0.14425,-0.12385,-0.12385,-0.079343,0.16475,-0.17234,-0.17234,-0.060211,-0.13321,-0.13321,0.14652,-0.17828,-0.17828,-0.037405,-0.037405,-0.037405,-0.02311,0.011539,0.011539,0.17813,0.041741,0.041741,0.042307,-0.0080434,-0.0008316,-0.086058,0.0095883,0.0095883,0.20763,-0.053594,-0.027775,-0.011335,-0.011335,-0.011335,-0.1173,-0.1173,-0.0031859,-0.13587,-0.16373,-0.093931,-0.093931,-0.12385,-0.079343,-0.27164,0.16475,-0.060211,-0.17828
"MMRF_2506",-0.11011,-0.067056,-0.067056,-0.015879,-0.077078,-0.035382,-0.035382,-0.018807,0.95324,0.90936,0.97893,0.97893,0.011819,0.011819,-0.0008316,-0.0008316,-0.35339,-0.026988,-0.15321,-0.0076101,1.0857,0.7891,0.018903,0.93061,0.93061,0.93386,0,-0.056712,0.97791,0.94323,0.63627,-0.044551,-0.042924,-0.057786,2.2489,2.2489,2.2489,-0.093667,-0.035176,-0.012713,-0.057093,0.91215,0.91215,0.91215,-0.12382,-0.10841,0.82725,0.82725,0.82725,0.010451,0.64799,1.5441,-1.0149,-0.1088,-0.1088,0.020343,-1.0534,-0.19206,-0.11011,0.018523,-0.031496,-0.035382,0.006892,-0.073209,0.97893,-0.025483,0.015028,-0.0008316,-0.0046433,0.93061,-1.0144,0.98245,-0.056712,0.97791,-0.042924,2.2489,0,-0.035176,-0.035176,-0.050817,-0.0077482,-0.012713,-0.12382,-0.921,-0.95565,-0.95565,0.82725,0.82725,-0.23417,0.085365,-1.0149,-0.19206
"MMRF_2531",-0.049151,0.95617,0.92124,0.92124,0.92124,0.00053016,0.00053016,-0.0025182,0.019058,0.019058,0.011933,0.011933,-0.012496,-0.012496,0.00025285,0.00025285,0.0087282,0.0087282,0.0087282,0.013468,0.013468,0.013468,0.01026,-0.0043173,-0.0043173,-0.00052592,0.0015011,0.0045555,0.0023336,0.0023336,0.0023336,-0.028925,-0.0036255,-0.0036255,0.0041387,0.94728,0.94238,0,-0.020025,0.41108,-0.019201,0.01622,0.023541,0.011667,-0.035745,-0.018377,-0.026738,-0.026738,-0.026738,-0.024959,-0.052261,-0.052261,-0.0079106,-0.0079106,-0.0079106,-0.014115,-1.0002,-0.025644,-1.2929,0.0055284,0.0055284,0.00053016,-0.0025182,-0.0025182,0.011933,-0.021671,-0.010708,-0.9751,0.01026,-0.0043173,-0.7585,0.0045555,0.0045555,0.0023336,-0.0036255,-1.1491,0,0.0031666,-0.020025,-0.98392,-0.98392,-0.0012717,-0.035745,-0.018377,-0.018377,-0.018377,-0.026738,-0.026738,-0.026738,-0.0082238,-0.0079106,-0.025644
"MMRF_2541",0.14147,0.9375,0.96355,0.96355,0.94547,-0.015329,-0.015329,-0.024935,-0.023155,-0.023155,-0.014228,2.4719,-0.041431,-0.041431,0.96596,0.9413,0.9413,0.9413,0.9413,2.5002,1.467,1.467,-0.02151,0.96617,0.96617,0.96185,-0.027124,-0.027124,0.61516,0.61516,0.66493,-0.012713,-0.0031446,0.017404,2.4568,2.4568,2.4568,-0.045499,-0.017182,0.96864,0.96864,0.9839,0.9839,0.9839,0.0025672,-0.033405,0.010842,0.010842,0.023145,-0.023756,2.0275,2.0275,0.019503,0.019503,0.019503,0,0.033831,0.033831,-0.013677,-0.013677,-0.013677,-0.015329,-0.024935,-0.024935,0.47358,-0.026851,-0.041871,0.9413,-0.02151,0.96617,-0.03245,-0.027124,0.0051359,0.61516,0.017404,2.4568,-0.045499,-0.017182,-0.017182,-0.036674,-0.036674,0.96864,0.0025672,-1.2929,-0.90305,-0.90305,0.010842,0.023145,0.023145,-0.023756,0.019503,0.033831
"MMRF_2559",0.056462,0.18732,0.030682,0.030682,0.030682,0.011211,0.011211,0.0070329,0.01841,0.01841,-0.018186,-0.018186,-0.042998,-0.040121,-0.014415,-0.014415,0.00926,0.00926,0.00926,0.044948,0.019059,0.0080722,-0.011109,0,0,-0.016891,-0.0024436,0.027307,0.0081462,0.063887,0.098218,-0.00030617,0.0023085,0.050199,0.014435,0.040559,0.040559,0.020153,0.020993,-0.986,-0.96526,0.021413,0.021413,0.021413,0.039428,-0.033599,0.00050507,0.077667,0.018501,-0.024295,-0.0025432,-0.0025432,0.056034,0.056034,0.056034,-0.014277,0.0407,0.0407,0.015956,-0.014946,-0.014946,0.011211,-0.0060016,-0.0060016,-0.018186,-0.94323,-0.042998,0.00926,-0.011109,0.025902,0.0046693,0.027307,0.027307,-0.010833,0.025116,-1.1627,0.020153,0.020993,-0.93388,-0.9881,-0.98593,-0.98067,0.039428,-0.033599,-0.0075213,-0.0075213,0.00050507,0.018501,0.018501,0.0064765,0.021273,0.0407
"MMRF_2524",-0.076776,0.049436,1.0139,0.049647,-0.99114,0.92904,-0.02161,-0.019964,0.96232,0.96232,0.95924,0.95437,2.9606,0.99951,0.94349,1.8977,0.96972,1.885,0.90437,0.9488,0.9488,0.9488,1.4689,0.95883,0.95883,0.93921,0.0065636,-0.017354,0.955,0.955,1.8077,0.90115,-0.030503,-0.030503,-0.037453,0.97652,-0.014053,0.95064,0.91648,-0.0095055,0.8033,-0.033777,0.96705,0.9757,-0.037725,-0.53182,0.89972,0.89972,0.9076,-0.01678,0.86876,2.5544,-0.048441,-0.034867,-0.043701,0.94778,-0.056271,-0.089796,-0.027361,0,0,0.88191,-0.019964,-0.012952,0.95437,-0.083652,0.96376,0.96519,-0.011023,0.95883,0.0065636,-0.017354,-0.017354,0.955,-0.030503,0.00073057,0.95064,0.94716,0.91648,-0.026166,-0.026166,-0.023255,-0.12222,-0.95939,-0.045598,-0.13958,0.89972,0.9076,0.81342,-0.016392,-0.042073,-1.0269
"MMRF_2514",-0.022206,0.93444,0.93444,0.93444,0.90068,-0.013137,-0.013137,-0.0022276,0,0,0.0048471,0.0048471,0.010135,0.91519,1.8868,1.8868,1.8868,1.8868,1.8868,0.9062,0.9062,0.9062,0.9478,0.93262,0.93262,0.93262,0.010692,0.010692,1.8536,1.8536,1.8536,-0.016968,-0.019874,-0.019874,0.00040514,0.00040514,-0.00782,-0.00050896,-0.00050896,0.012784,-0.075622,0.91701,0.91701,0.91701,-0.056587,-0.056587,-0.078469,-0.065592,-0.065592,-0.0041653,0.75622,0.75622,-0.015051,-0.053217,-0.053217,-0.017402,-0.089047,-0.089047,-0.022206,-0.022206,-0.022206,-0.013137,-0.0022276,-0.0022276,0.0048471,0.010135,0.010135,1.8868,0.93527,0.93262,-0.038181,0.010692,-0.036276,1.8536,-0.019874,0.00040514,-0.00050896,-0.00050896,-0.074154,-0.94035,-0.94035,-0.014899,-0.056587,-0.056587,-0.056587,-0.056587,-0.078469,-0.065592,-0.065592,-0.0041653,-0.059051,-0.089047
"MMRF_2516",-0.12943,0.0090312,-0.0035689,-0.0035689,-0.021098,-0.010646,-0.010646,0.011679,0,0,0,0,0.027638,0.027638,0.72811,1.0086,0.96925,0.96925,0.96925,0.94731,0.94731,0.94731,-0.96867,-0.0081624,-0.0081624,-0.0081624,1.0047,1.0047,1.014,0.89735,0.89735,-0.010646,-0.027945,-0.027945,0.94487,0.029044,0.90976,-0.0087178,-0.027945,0.013515,-0.034583,0.95386,0.95386,0.95386,-0.11391,-0.046177,-0.0991,-0.0991,-0.077331,0.0011093,0.76102,0.76102,-0.036674,-0.09214,-0.09214,-0.015879,-0.14247,-0.13484,-0.014006,0.0090312,0.0090312,-0.031169,0.011679,0.011679,0,0.01515,0.01515,1.0472,-0.98886,-0.17891,-1.0025,1.0047,1.0047,1.014,-0.027945,0.029044,-0.0087178,-0.027945,-0.027945,0.0054139,0.0054139,-0.034583,-0.11391,-0.046177,-0.086758,-0.086758,-0.0991,-0.077331,-0.10197,0.0011093,-0.036674,-0.13484
"MMRF_2525",-0.23094,0.74229,0.85281,0.85281,0.8003,-0.048773,-0.048773,-0.0087397,0.91336,0.91336,0.84846,1.8666,0.04299,0.014037,0.92104,0.014165,0.0070545,0.0070545,-0.13202,0.83055,0.83055,0.83055,0,0.88602,0.88602,0.87424,-0.041887,-0.041887,0.94013,0.80283,0.80283,-0.087868,-0.074288,-0.12235,0.8188,0.93722,0.76365,-0.068419,-0.068419,-0.98655,-1.0831,0.81939,0.81939,0.81939,-0.20939,-0.12942,0.69182,0.69182,0.69182,-0.042406,0.56291,0.56291,-0.17641,-0.17641,-0.17641,-0.15031,-0.23853,-0.23853,-0.074083,-0.016317,-0.065479,-0.091466,-0.0087397,-0.12929,1.8666,-0.0094297,0.030496,0.0070545,0,0.88602,-0.041887,-0.041887,-0.041887,0.94013,-0.074288,0.93722,-0.068419,-0.068419,-0.068419,-0.99313,-0.99313,-0.9914,-0.20939,-1.0089,-1.0089,-1.0089,0.69182,0.69182,0.69182,-0.042406,-0.97218,-0.23853
"MMRF_2532",-0.040888,-0.0021603,0.0037465,0.0037465,-0.0092893,0.006109,0.006109,0.0049639,1.0149,1.0149,1.0075,1.0075,0,0,0.99966,0.99966,0.99966,0.99966,0.99966,0.0267,-0.0044312,-0.0044312,-0.0044312,0.10439,0.14563,0.12327,0.012741,0.013772,1.014,0.9709,0.94831,-0.01354,1.7917,1.7218,-0.011387,0.54206,0.0016642,0.0056919,-0.012851,0.0049969,-0.045501,1.0038,1.0038,1.0038,0.44647,-1.2585,-0.062764,-0.062764,-0.053611,-0.0044312,0.75242,0.75242,-0.023292,-0.023292,-0.023292,-0.027398,-0.082801,-0.082801,-0.040888,-0.9873,-0.9873,0.006109,0.035242,-0.0086635,1.0075,-0.041222,-0.018628,0.99966,-0.030404,0.10439,-1.0136,0.013772,-0.029721,1.014,-1.0101,0.045141,0.0056919,-0.012851,-0.087181,-0.013127,-0.013127,-0.045501,-0.087712,-0.81794,-0.81794,-0.81794,-0.062764,-0.053611,-0.57555,-0.0044312,-0.023292,-0.082801
"MMRF_2468",-0.050138,0.7119,0.7119,0.7119,0.7123,-0.0053768,-0.0053768,0.0016868,0.00044849,0.0047415,-0.0010247,0,0.0066879,0.0066879,0.0022418,0.0022418,0.0022418,0.0022418,-0.032974,0.00099317,0.00099317,0.00099317,0.00099317,-0.0072344,-0.0072344,-0.0072344,0.0025194,0.0025194,0.72474,0.70779,0.70779,-0.0089682,-0.0089682,-0.0089682,-0.0024713,-0.0024713,-0.0024713,-0.012966,-0.012966,-0.72525,-0.77455,-0.014894,-0.014894,-0.014894,-0.050619,-0.022584,-0.047509,-0.047509,-0.047509,0.73154,0.62009,0.62009,-0.023543,-0.023543,-0.023543,-0.0012248,-0.051159,-0.051159,0.0052974,0.0052974,0.0052974,-0.006315,0.0016868,0.0016868,0,0.0066879,0.0066879,0.0022418,0.00016901,-0.072787,0.0025194,0.0025194,0.0025194,0.72474,-0.0089682,-0.0024713,-0.012966,-0.012966,-0.012966,-0.72329,-0.72329,-0.73215,-0.050619,-0.73159,-0.028059,-0.028059,-0.047509,-0.047509,-0.047509,0.73154,-0.023543,-0.051159
